"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2015-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2354,0,"Final"
"2015-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2337,0,"Final"
"2015-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2604,0,"Final"
"2015-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2752,0,"Final"
"2015-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2710,0,"Final"
"2015-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2424,0,"Final"
"2016-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2388,0,"Final"
"2016-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2924,0,"Final"
"2016-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2310,0,"Final"
"2016-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1730,0,"Final"
"2016-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1925,0,"Final"
"2016-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1790,0,"Final"
"2016-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2108,0,"Final"
"2016-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2061,0,"Final"
"2016-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2501,0,"Final"
"2016-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2533,0,"Final"
"2016-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2640,0,"Final"
"2016-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2379,0,"Final"
"2017-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2223,0,"Final"
"2017-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2836,0,"Final"
"2017-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2354,0,"Final"
"2017-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1688,0,"Final"
"2017-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1884,0,"Final"
"2017-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1885,0,"Final"
"2017-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2162,0,"Final"
"2017-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2217,0,"Final"
"2017-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2351,0,"Final"
"2017-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2484,0,"Final"
"2017-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2526,0,"Final"
"2017-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2279,0,"Final"
"2018-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2370,0,"Final"
"2018-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2623,0,"Final"
"2018-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2329,0,"Final"
"2018-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1627,0,"Final"
"2018-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1865,0,"Final"
"2018-06","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1749,0,"Final"
"2018-07","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2200,0,"Final"
"2018-08","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2257,0,"Final"
"2018-09","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2357,0,"Final"
"2018-10","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2399,0,"Final"
"2018-11","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2421,0,"Final"
"2018-12","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2102,0,"Final"
"2019-01","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2119,0,"Final"
"2019-02","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2537,0,"Final"
"2019-03","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",2068,0,"Final"
"2019-04","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1513,0,"Final"
"2019-05","2020-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1890,0,"Final"
"2019-06","2020-10","Long-term migrant","Arrivals","TOTAL","25-29 years",1929,0,"Final"
"2019-07","2020-11","Long-term migrant","Arrivals","TOTAL","25-29 years",2308,0,"Final"
"2019-08","2020-12","Long-term migrant","Arrivals","TOTAL","25-29 years",2421,0,"Final"
"2019-09","2021-01","Long-term migrant","Arrivals","TOTAL","25-29 years",2694,0,"Final"
"2019-10","2021-02","Long-term migrant","Arrivals","TOTAL","25-29 years",3305,0,"Final"
"2019-11","2021-03","Long-term migrant","Arrivals","TOTAL","25-29 years",3380,0,"Final"
"2019-12","2021-04","Long-term migrant","Arrivals","TOTAL","25-29 years",3147,0,"Final"
"2020-01","2021-05","Long-term migrant","Arrivals","TOTAL","25-29 years",3258,0,"Final"
"2020-02","2021-06","Long-term migrant","Arrivals","TOTAL","25-29 years",4370,0,"Final"
"2020-03","2021-07","Long-term migrant","Arrivals","TOTAL","25-29 years",3684,0,"Final"
"2020-04","2021-08","Long-term migrant","Arrivals","TOTAL","25-29 years",243,0,"Final"
"2020-05","2021-09","Long-term migrant","Arrivals","TOTAL","25-29 years",185,0,"Final"
"2020-06","2021-10","Long-term migrant","Arrivals","TOTAL","25-29 years",376,0,"Final"
"2020-07","2021-11","Long-term migrant","Arrivals","TOTAL","25-29 years",539,0,"Final"
"2020-08","2021-12","Long-term migrant","Arrivals","TOTAL","25-29 years",793,0,"Final"
"2020-09","2022-01","Long-term migrant","Arrivals","TOTAL","25-29 years",798,0,"Final"
"2020-10","2022-02","Long-term migrant","Arrivals","TOTAL","25-29 years",709,0,"Final"
"2020-11","2022-03","Long-term migrant","Arrivals","TOTAL","25-29 years",739,0,"Final"
"2020-12","2022-04","Long-term migrant","Arrivals","TOTAL","25-29 years",626,0,"Final"
"2021-01","2022-05","Long-term migrant","Arrivals","TOTAL","25-29 years",680,0,"Final"
"2021-02","2022-06","Long-term migrant","Arrivals","TOTAL","25-29 years",768,0,"Final"
"2021-03","2022-07","Long-term migrant","Arrivals","TOTAL","25-29 years",734,0,"Final"
"2021-04","2022-08","Long-term migrant","Arrivals","TOTAL","25-29 years",759,0,"Final"
"2021-05","2022-09","Long-term migrant","Arrivals","TOTAL","25-29 years",611,0,"Final"
"2021-06","2022-10","Long-term migrant","Arrivals","TOTAL","25-29 years",571,0,"Final"
"2021-07","2022-11","Long-term migrant","Arrivals","TOTAL","25-29 years",630,0,"Final"
"2021-08","2022-12","Long-term migrant","Arrivals","TOTAL","25-29 years",459,0,"Final"
"2021-09","2023-01","Long-term migrant","Arrivals","TOTAL","25-29 years",429,0,"Final"
"2021-10","2023-02","Long-term migrant","Arrivals","TOTAL","25-29 years",568,0,"Final"
"2021-11","2023-03","Long-term migrant","Arrivals","TOTAL","25-29 years",465,0,"Final"
"2021-12","2023-04","Long-term migrant","Arrivals","TOTAL","25-29 years",543,0,"Final"
"2022-01","2023-05","Long-term migrant","Arrivals","TOTAL","25-29 years",386,0,"Final"
"2022-02","2023-06","Long-term migrant","Arrivals","TOTAL","25-29 years",375,0,"Final"
"2022-03","2023-07","Long-term migrant","Arrivals","TOTAL","25-29 years",810,0,"Final"
"2022-04","2023-08","Long-term migrant","Arrivals","TOTAL","25-29 years",1102,0,"Final"
"2022-05","2023-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1087,0,"Final"
"2022-06","2023-10","Long-term migrant","Arrivals","TOTAL","25-29 years",1228,0,"Final"
"2022-07","2023-11","Long-term migrant","Arrivals","TOTAL","25-29 years",1686,0,"Final"
"2022-08","2023-12","Long-term migrant","Arrivals","TOTAL","25-29 years",1986,0,"Final"
"2022-09","2024-01","Long-term migrant","Arrivals","TOTAL","25-29 years",2364,0,"Final"
"2022-10","2024-02","Long-term migrant","Arrivals","TOTAL","25-29 years",2172,0,"Final"
"2022-11","2024-03","Long-term migrant","Arrivals","TOTAL","25-29 years",3016,0,"Final"
"2022-12","2024-04","Long-term migrant","Arrivals","TOTAL","25-29 years",2829,0,"Final"
"2023-01","2024-05","Long-term migrant","Arrivals","TOTAL","25-29 years",2396,0,"Final"
"2023-02","2024-06","Long-term migrant","Arrivals","TOTAL","25-29 years",3511,0,"Final"
"2023-03","2024-07","Long-term migrant","Arrivals","TOTAL","25-29 years",4088,0,"Final"
"2023-04","2024-08","Long-term migrant","Arrivals","TOTAL","25-29 years",2942,0,"Final"
"2023-05","2024-09","Long-term migrant","Arrivals","TOTAL","25-29 years",3185,0,"Final"
"2023-06","2024-10","Long-term migrant","Arrivals","TOTAL","25-29 years",3115,0,"Final"
"2023-07","2024-11","Long-term migrant","Arrivals","TOTAL","25-29 years",2585,0,"Final"
"2023-08","2024-12","Long-term migrant","Arrivals","TOTAL","25-29 years",3137,0,"Final"
"2023-09","2025-01","Long-term migrant","Arrivals","TOTAL","25-29 years",2960,0,"Final"
"2023-10","2025-02","Long-term migrant","Arrivals","TOTAL","25-29 years",2568,0,"Final"
"2023-11","2025-03","Long-term migrant","Arrivals","TOTAL","25-29 years",2456,0,"Final"
"2023-12","2025-04","Long-term migrant","Arrivals","TOTAL","25-29 years",2087,0,"Final"
"2024-01","2025-05","Long-term migrant","Arrivals","TOTAL","25-29 years",1921,0,"Final"
"2024-02","2025-06","Long-term migrant","Arrivals","TOTAL","25-29 years",2526,0,"Final"
"2024-03","2025-07","Long-term migrant","Arrivals","TOTAL","25-29 years",2154,0,"Final"
"2024-04","2025-08","Long-term migrant","Arrivals","TOTAL","25-29 years",1483,0,"Final"
"2024-05","2025-09","Long-term migrant","Arrivals","TOTAL","25-29 years",1627,0,"Final"
"2024-06","2025-10","Long-term migrant","Arrivals","TOTAL","25-29 years",1699,0,"Final"
"2024-07","2025-11","Long-term migrant","Arrivals","TOTAL","25-29 years",1822,0,"Final"
"2024-08","2025-12","Long-term migrant","Arrivals","TOTAL","25-29 years",1628,0,"Final"
"2024-09","2026-01","Long-term migrant","Arrivals","TOTAL","25-29 years",1792,0,"Final"
"2024-10","2026-02","Long-term migrant","Arrivals","TOTAL","25-29 years",1934,0,"Final"
"2024-11","2026-03","Long-term migrant","Arrivals","TOTAL","25-29 years",1754,0,"Final"
"2024-12","2026-04","Long-term migrant","Arrivals","TOTAL","25-29 years",1661,0,"Final"
"2025-01","2026-05","Long-term migrant","Arrivals","TOTAL","25-29 years",1647,0,"Final"
"2025-02","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",2472,0,"Final"
"2025-03","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1568,0,"Provisional"
"2025-04","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1201,4,"Provisional"
"2025-05","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1444,7,"Provisional"
"2025-06","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1577,10,"Provisional"
"2025-07","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1701,15,"Provisional"
"2025-08","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1660,27,"Provisional"
"2025-09","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",2104,42,"Provisional"
"2025-10","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",2073,38,"Provisional"
"2025-11","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1952,36,"Provisional"
"2025-12","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1897,39,"Provisional"
"2026-01","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1733,41,"Provisional"
"2026-02","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",2335,45,"Provisional"
"2026-03","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1898,41,"Provisional"
"2026-04","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1412,47,"Provisional"
"2026-05","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1597,53,"Provisional"
"2026-06","2026-06","Long-term migrant","Arrivals","TOTAL","25-29 years",1729,64,"Provisional"
"2001-01","2020-09","Long-term migrant","Arrivals","Female","30-34 years",514,0,"Final"
"2001-02","2020-09","Long-term migrant","Arrivals","Female","30-34 years",494,0,"Final"
"2001-03","2020-09","Long-term migrant","Arrivals","Female","30-34 years",449,0,"Final"
"2001-04","2020-09","Long-term migrant","Arrivals","Female","30-34 years",387,0,"Final"
"2001-05","2020-09","Long-term migrant","Arrivals","Female","30-34 years",380,0,"Final"
"2001-06","2020-09","Long-term migrant","Arrivals","Female","30-34 years",453,0,"Final"
"2001-07","2020-09","Long-term migrant","Arrivals","Female","30-34 years",459,0,"Final"
"2001-08","2020-09","Long-term migrant","Arrivals","Female","30-34 years",472,0,"Final"
"2001-09","2020-09","Long-term migrant","Arrivals","Female","30-34 years",600,0,"Final"
"2001-10","2020-09","Long-term migrant","Arrivals","Female","30-34 years",595,0,"Final"
"2001-11","2020-09","Long-term migrant","Arrivals","Female","30-34 years",665,0,"Final"
"2001-12","2020-09","Long-term migrant","Arrivals","Female","30-34 years",784,0,"Final"
"2002-01","2020-09","Long-term migrant","Arrivals","Female","30-34 years",688,0,"Final"
"2002-02","2020-09","Long-term migrant","Arrivals","Female","30-34 years",631,0,"Final"
"2002-03","2020-09","Long-term migrant","Arrivals","Female","30-34 years",618,0,"Final"
"2002-04","2020-09","Long-term migrant","Arrivals","Female","30-34 years",531,0,"Final"
"2002-05","2020-09","Long-term migrant","Arrivals","Female","30-34 years",507,0,"Final"
"2002-06","2020-09","Long-term migrant","Arrivals","Female","30-34 years",558,0,"Final"
"2002-07","2020-09","Long-term migrant","Arrivals","Female","30-34 years",545,0,"Final"
"2002-08","2020-09","Long-term migrant","Arrivals","Female","30-34 years",604,0,"Final"
"2002-09","2020-09","Long-term migrant","Arrivals","Female","30-34 years",733,0,"Final"
"2002-10","2020-09","Long-term migrant","Arrivals","Female","30-34 years",771,0,"Final"
"2002-11","2020-09","Long-term migrant","Arrivals","Female","30-34 years",787,0,"Final"
"2002-12","2020-09","Long-term migrant","Arrivals","Female","30-34 years",871,0,"Final"
"2003-01","2020-09","Long-term migrant","Arrivals","Female","30-34 years",802,0,"Final"
"2003-02","2020-09","Long-term migrant","Arrivals","Female","30-34 years",673,0,"Final"
"2003-03","2020-09","Long-term migrant","Arrivals","Female","30-34 years",633,0,"Final"
"2003-04","2020-09","Long-term migrant","Arrivals","Female","30-34 years",496,0,"Final"
"2003-05","2020-09","Long-term migrant","Arrivals","Female","30-34 years",499,0,"Final"
"2003-06","2020-09","Long-term migrant","Arrivals","Female","30-34 years",566,0,"Final"
"2003-07","2020-09","Long-term migrant","Arrivals","Female","30-34 years",568,0,"Final"
"2003-08","2020-09","Long-term migrant","Arrivals","Female","30-34 years",580,0,"Final"
"2003-09","2020-09","Long-term migrant","Arrivals","Female","30-34 years",626,0,"Final"
"2003-10","2020-09","Long-term migrant","Arrivals","Female","30-34 years",713,0,"Final"
"2003-11","2020-09","Long-term migrant","Arrivals","Female","30-34 years",657,0,"Final"
"2003-12","2020-09","Long-term migrant","Arrivals","Female","30-34 years",899,0,"Final"
"2004-01","2020-09","Long-term migrant","Arrivals","Female","30-34 years",712,0,"Final"
"2004-02","2020-09","Long-term migrant","Arrivals","Female","30-34 years",611,0,"Final"
"2004-03","2020-09","Long-term migrant","Arrivals","Female","30-34 years",507,0,"Final"
"2004-04","2020-09","Long-term migrant","Arrivals","Female","30-34 years",430,0,"Final"
"2004-05","2020-09","Long-term migrant","Arrivals","Female","30-34 years",462,0,"Final"
"2004-06","2020-09","Long-term migrant","Arrivals","Female","30-34 years",454,0,"Final"
"2004-07","2020-09","Long-term migrant","Arrivals","Female","30-34 years",450,0,"Final"
"2004-08","2020-09","Long-term migrant","Arrivals","Female","30-34 years",529,0,"Final"
"2004-09","2020-09","Long-term migrant","Arrivals","Female","30-34 years",571,0,"Final"
"2004-10","2020-09","Long-term migrant","Arrivals","Female","30-34 years",598,0,"Final"
"2004-11","2020-09","Long-term migrant","Arrivals","Female","30-34 years",637,0,"Final"
"2004-12","2020-09","Long-term migrant","Arrivals","Female","30-34 years",840,0,"Final"
"2005-01","2020-09","Long-term migrant","Arrivals","Female","30-34 years",628,0,"Final"
"2005-02","2020-09","Long-term migrant","Arrivals","Female","30-34 years",557,0,"Final"
"2005-03","2020-09","Long-term migrant","Arrivals","Female","30-34 years",501,0,"Final"
"2005-04","2020-09","Long-term migrant","Arrivals","Female","30-34 years",487,0,"Final"
"2005-05","2020-09","Long-term migrant","Arrivals","Female","30-34 years",419,0,"Final"
"2005-06","2020-09","Long-term migrant","Arrivals","Female","30-34 years",444,0,"Final"
"2005-07","2020-09","Long-term migrant","Arrivals","Female","30-34 years",472,0,"Final"
"2005-08","2020-09","Long-term migrant","Arrivals","Female","30-34 years",520,0,"Final"
"2005-09","2020-09","Long-term migrant","Arrivals","Female","30-34 years",608,0,"Final"
"2005-10","2020-09","Long-term migrant","Arrivals","Female","30-34 years",593,0,"Final"
"2005-11","2020-09","Long-term migrant","Arrivals","Female","30-34 years",604,0,"Final"
"2005-12","2020-09","Long-term migrant","Arrivals","Female","30-34 years",810,0,"Final"
"2006-01","2020-09","Long-term migrant","Arrivals","Female","30-34 years",691,0,"Final"
"2006-02","2020-09","Long-term migrant","Arrivals","Female","30-34 years",598,0,"Final"
"2006-03","2020-09","Long-term migrant","Arrivals","Female","30-34 years",509,0,"Final"
"2006-04","2020-09","Long-term migrant","Arrivals","Female","30-34 years",451,0,"Final"
"2006-05","2020-09","Long-term migrant","Arrivals","Female","30-34 years",412,0,"Final"
"2006-06","2020-09","Long-term migrant","Arrivals","Female","30-34 years",461,0,"Final"
"2006-07","2020-09","Long-term migrant","Arrivals","Female","30-34 years",526,0,"Final"
"2006-08","2020-09","Long-term migrant","Arrivals","Female","30-34 years",555,0,"Final"
"2006-09","2020-09","Long-term migrant","Arrivals","Female","30-34 years",566,0,"Final"
"2006-10","2020-09","Long-term migrant","Arrivals","Female","30-34 years",602,0,"Final"
"2006-11","2020-09","Long-term migrant","Arrivals","Female","30-34 years",660,0,"Final"
"2006-12","2020-09","Long-term migrant","Arrivals","Female","30-34 years",786,0,"Final"
"2007-01","2020-09","Long-term migrant","Arrivals","Female","30-34 years",640,0,"Final"
"2007-02","2020-09","Long-term migrant","Arrivals","Female","30-34 years",592,0,"Final"
