"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2020-09","2022-01","Long-term migrant","Net","TOTAL","30-34 years",-57,0,"Final"
"2020-10","2022-02","Long-term migrant","Net","TOTAL","30-34 years",113,0,"Final"
"2020-11","2022-03","Long-term migrant","Net","TOTAL","30-34 years",-9,0,"Final"
"2020-12","2022-04","Long-term migrant","Net","TOTAL","30-34 years",-188,0,"Final"
"2021-01","2022-05","Long-term migrant","Net","TOTAL","30-34 years",59,0,"Final"
"2021-02","2022-06","Long-term migrant","Net","TOTAL","30-34 years",210,0,"Final"
"2021-03","2022-07","Long-term migrant","Net","TOTAL","30-34 years",-47,0,"Final"
"2021-04","2022-08","Long-term migrant","Net","TOTAL","30-34 years",-150,0,"Final"
"2021-05","2022-09","Long-term migrant","Net","TOTAL","30-34 years",-183,0,"Final"
"2021-06","2022-10","Long-term migrant","Net","TOTAL","30-34 years",-540,0,"Final"
"2021-07","2022-11","Long-term migrant","Net","TOTAL","30-34 years",-140,0,"Final"
"2021-08","2022-12","Long-term migrant","Net","TOTAL","30-34 years",-42,0,"Final"
"2021-09","2023-01","Long-term migrant","Net","TOTAL","30-34 years",32,0,"Final"
"2021-10","2023-02","Long-term migrant","Net","TOTAL","30-34 years",109,0,"Final"
"2021-11","2023-03","Long-term migrant","Net","TOTAL","30-34 years",-191,0,"Final"
"2021-12","2023-04","Long-term migrant","Net","TOTAL","30-34 years",-386,0,"Final"
"2022-01","2023-05","Long-term migrant","Net","TOTAL","30-34 years",-308,0,"Final"
"2022-02","2023-06","Long-term migrant","Net","TOTAL","30-34 years",-285,0,"Final"
"2022-03","2023-07","Long-term migrant","Net","TOTAL","30-34 years",-158,0,"Final"
"2022-04","2023-08","Long-term migrant","Net","TOTAL","30-34 years",-111,0,"Final"
"2022-05","2023-09","Long-term migrant","Net","TOTAL","30-34 years",-178,0,"Final"
"2022-06","2023-10","Long-term migrant","Net","TOTAL","30-34 years",-36,0,"Final"
"2022-07","2023-11","Long-term migrant","Net","TOTAL","30-34 years",355,0,"Final"
"2022-08","2023-12","Long-term migrant","Net","TOTAL","30-34 years",605,0,"Final"
"2022-09","2024-01","Long-term migrant","Net","TOTAL","30-34 years",1344,0,"Final"
"2022-10","2024-02","Long-term migrant","Net","TOTAL","30-34 years",1072,0,"Final"
"2022-11","2024-03","Long-term migrant","Net","TOTAL","30-34 years",1989,0,"Final"
"2022-12","2024-04","Long-term migrant","Net","TOTAL","30-34 years",1848,0,"Final"
"2023-01","2024-05","Long-term migrant","Net","TOTAL","30-34 years",1727,0,"Final"
"2023-02","2024-06","Long-term migrant","Net","TOTAL","30-34 years",2525,0,"Final"
"2023-03","2024-07","Long-term migrant","Net","TOTAL","30-34 years",3260,0,"Final"
"2023-04","2024-08","Long-term migrant","Net","TOTAL","30-34 years",2115,0,"Final"
"2023-05","2024-09","Long-term migrant","Net","TOTAL","30-34 years",2165,0,"Final"
"2023-06","2024-10","Long-term migrant","Net","TOTAL","30-34 years",2219,0,"Final"
"2023-07","2024-11","Long-term migrant","Net","TOTAL","30-34 years",1705,0,"Final"
"2023-08","2024-12","Long-term migrant","Net","TOTAL","30-34 years",2364,0,"Final"
"2023-09","2025-01","Long-term migrant","Net","TOTAL","30-34 years",1966,0,"Final"
"2023-10","2025-02","Long-term migrant","Net","TOTAL","30-34 years",1511,0,"Final"
"2023-11","2025-03","Long-term migrant","Net","TOTAL","30-34 years",1218,0,"Final"
"2023-12","2025-04","Long-term migrant","Net","TOTAL","30-34 years",684,0,"Final"
"2024-01","2025-05","Long-term migrant","Net","TOTAL","30-34 years",612,0,"Final"
"2024-02","2025-06","Long-term migrant","Net","TOTAL","30-34 years",903,0,"Final"
"2024-03","2025-07","Long-term migrant","Net","TOTAL","30-34 years",476,0,"Final"
"2024-04","2025-08","Long-term migrant","Net","TOTAL","30-34 years",71,0,"Final"
"2024-05","2025-09","Long-term migrant","Net","TOTAL","30-34 years",-153,0,"Final"
"2024-06","2025-10","Long-term migrant","Net","TOTAL","30-34 years",-22,0,"Final"
"2024-07","2025-11","Long-term migrant","Net","TOTAL","30-34 years",138,0,"Final"
"2024-08","2025-12","Long-term migrant","Net","TOTAL","30-34 years",202,0,"Final"
"2024-09","2026-01","Long-term migrant","Net","TOTAL","30-34 years",196,0,"Final"
"2024-10","2026-02","Long-term migrant","Net","TOTAL","30-34 years",321,0,"Final"
"2024-11","2026-03","Long-term migrant","Net","TOTAL","30-34 years",247,0,"Final"
"2024-12","2026-04","Long-term migrant","Net","TOTAL","30-34 years",-54,0,"Final"
"2025-01","2026-05","Long-term migrant","Net","TOTAL","30-34 years",-74,0,"Final"
"2025-02","2026-06","Long-term migrant","Net","TOTAL","30-34 years",555,0,"Final"
"2025-03","2026-06","Long-term migrant","Net","TOTAL","30-34 years",-46,0,"Provisional"
"2025-04","2026-06","Long-term migrant","Net","TOTAL","30-34 years",-229,5,"Provisional"
"2025-05","2026-06","Long-term migrant","Net","TOTAL","30-34 years",-261,10,"Provisional"
"2025-06","2026-06","Long-term migrant","Net","TOTAL","30-34 years",241,13,"Provisional"
"2025-07","2026-06","Long-term migrant","Net","TOTAL","30-34 years",316,18,"Provisional"
"2025-08","2026-06","Long-term migrant","Net","TOTAL","30-34 years",330,26,"Provisional"
"2025-09","2026-06","Long-term migrant","Net","TOTAL","30-34 years",362,34,"Provisional"
"2025-10","2026-06","Long-term migrant","Net","TOTAL","30-34 years",512,36,"Provisional"
"2025-11","2026-06","Long-term migrant","Net","TOTAL","30-34 years",359,37,"Provisional"
"2025-12","2026-06","Long-term migrant","Net","TOTAL","30-34 years",173,41,"Provisional"
"2026-01","2026-06","Long-term migrant","Net","TOTAL","30-34 years",190,45,"Provisional"
"2026-02","2026-06","Long-term migrant","Net","TOTAL","30-34 years",626,45,"Provisional"
"2026-03","2026-06","Long-term migrant","Net","TOTAL","30-34 years",261,51,"Provisional"
"2026-04","2026-06","Long-term migrant","Net","TOTAL","30-34 years",73,53,"Provisional"
"2026-05","2026-06","Long-term migrant","Net","TOTAL","30-34 years",85,57,"Provisional"
"2026-06","2026-06","Long-term migrant","Net","TOTAL","30-34 years",484,67,"Provisional"
"2001-01","2020-09","Long-term migrant","Net","Female","35-39 years",-9,0,"Final"
"2001-02","2020-09","Long-term migrant","Net","Female","35-39 years",-19,0,"Final"
"2001-03","2020-09","Long-term migrant","Net","Female","35-39 years",57,0,"Final"
"2001-04","2020-09","Long-term migrant","Net","Female","35-39 years",34,0,"Final"
"2001-05","2020-09","Long-term migrant","Net","Female","35-39 years",-1,0,"Final"
"2001-06","2020-09","Long-term migrant","Net","Female","35-39 years",137,0,"Final"
"2001-07","2020-09","Long-term migrant","Net","Female","35-39 years",167,0,"Final"
"2001-08","2020-09","Long-term migrant","Net","Female","35-39 years",148,0,"Final"
"2001-09","2020-09","Long-term migrant","Net","Female","35-39 years",242,0,"Final"
"2001-10","2020-09","Long-term migrant","Net","Female","35-39 years",299,0,"Final"
"2001-11","2020-09","Long-term migrant","Net","Female","35-39 years",306,0,"Final"
"2001-12","2020-09","Long-term migrant","Net","Female","35-39 years",259,0,"Final"
"2002-01","2020-09","Long-term migrant","Net","Female","35-39 years",304,0,"Final"
"2002-02","2020-09","Long-term migrant","Net","Female","35-39 years",221,0,"Final"
"2002-03","2020-09","Long-term migrant","Net","Female","35-39 years",208,0,"Final"
"2002-04","2020-09","Long-term migrant","Net","Female","35-39 years",171,0,"Final"
"2002-05","2020-09","Long-term migrant","Net","Female","35-39 years",165,0,"Final"
"2002-06","2020-09","Long-term migrant","Net","Female","35-39 years",240,0,"Final"
"2002-07","2020-09","Long-term migrant","Net","Female","35-39 years",204,0,"Final"
"2002-08","2020-09","Long-term migrant","Net","Female","35-39 years",268,0,"Final"
"2002-09","2020-09","Long-term migrant","Net","Female","35-39 years",360,0,"Final"
"2002-10","2020-09","Long-term migrant","Net","Female","35-39 years",291,0,"Final"
"2002-11","2020-09","Long-term migrant","Net","Female","35-39 years",390,0,"Final"
"2002-12","2020-09","Long-term migrant","Net","Female","35-39 years",324,0,"Final"
"2003-01","2020-09","Long-term migrant","Net","Female","35-39 years",385,0,"Final"
"2003-02","2020-09","Long-term migrant","Net","Female","35-39 years",298,0,"Final"
"2003-03","2020-09","Long-term migrant","Net","Female","35-39 years",195,0,"Final"
"2003-04","2020-09","Long-term migrant","Net","Female","35-39 years",202,0,"Final"
"2003-05","2020-09","Long-term migrant","Net","Female","35-39 years",147,0,"Final"
"2003-06","2020-09","Long-term migrant","Net","Female","35-39 years",194,0,"Final"
"2003-07","2020-09","Long-term migrant","Net","Female","35-39 years",171,0,"Final"
"2003-08","2020-09","Long-term migrant","Net","Female","35-39 years",147,0,"Final"
"2003-09","2020-09","Long-term migrant","Net","Female","35-39 years",215,0,"Final"
"2003-10","2020-09","Long-term migrant","Net","Female","35-39 years",234,0,"Final"
"2003-11","2020-09","Long-term migrant","Net","Female","35-39 years",259,0,"Final"
"2003-12","2020-09","Long-term migrant","Net","Female","35-39 years",154,0,"Final"
"2004-01","2020-09","Long-term migrant","Net","Female","35-39 years",302,0,"Final"
"2004-02","2020-09","Long-term migrant","Net","Female","35-39 years",155,0,"Final"
"2004-03","2020-09","Long-term migrant","Net","Female","35-39 years",84,0,"Final"
"2004-04","2020-09","Long-term migrant","Net","Female","35-39 years",58,0,"Final"
"2004-05","2020-09","Long-term migrant","Net","Female","35-39 years",87,0,"Final"
"2004-06","2020-09","Long-term migrant","Net","Female","35-39 years",89,0,"Final"
"2004-07","2020-09","Long-term migrant","Net","Female","35-39 years",79,0,"Final"
"2004-08","2020-09","Long-term migrant","Net","Female","35-39 years",142,0,"Final"
"2004-09","2020-09","Long-term migrant","Net","Female","35-39 years",105,0,"Final"
"2004-10","2020-09","Long-term migrant","Net","Female","35-39 years",123,0,"Final"
"2004-11","2020-09","Long-term migrant","Net","Female","35-39 years",157,0,"Final"
"2004-12","2020-09","Long-term migrant","Net","Female","35-39 years",115,0,"Final"
"2005-01","2020-09","Long-term migrant","Net","Female","35-39 years",197,0,"Final"
"2005-02","2020-09","Long-term migrant","Net","Female","35-39 years",107,0,"Final"
"2005-03","2020-09","Long-term migrant","Net","Female","35-39 years",24,0,"Final"
"2005-04","2020-09","Long-term migrant","Net","Female","35-39 years",-31,0,"Final"
"2005-05","2020-09","Long-term migrant","Net","Female","35-39 years",45,0,"Final"
"2005-06","2020-09","Long-term migrant","Net","Female","35-39 years",99,0,"Final"
"2005-07","2020-09","Long-term migrant","Net","Female","35-39 years",53,0,"Final"
"2005-08","2020-09","Long-term migrant","Net","Female","35-39 years",95,0,"Final"
"2005-09","2020-09","Long-term migrant","Net","Female","35-39 years",166,0,"Final"
"2005-10","2020-09","Long-term migrant","Net","Female","35-39 years",145,0,"Final"
"2005-11","2020-09","Long-term migrant","Net","Female","35-39 years",150,0,"Final"
"2005-12","2020-09","Long-term migrant","Net","Female","35-39 years",127,0,"Final"
"2006-01","2020-09","Long-term migrant","Net","Female","35-39 years",208,0,"Final"
"2006-02","2020-09","Long-term migrant","Net","Female","35-39 years",113,0,"Final"
"2006-03","2020-09","Long-term migrant","Net","Female","35-39 years",68,0,"Final"
"2006-04","2020-09","Long-term migrant","Net","Female","35-39 years",61,0,"Final"
"2006-05","2020-09","Long-term migrant","Net","Female","35-39 years",29,0,"Final"
"2006-06","2020-09","Long-term migrant","Net","Female","35-39 years",80,0,"Final"
"2006-07","2020-09","Long-term migrant","Net","Female","35-39 years",96,0,"Final"
"2006-08","2020-09","Long-term migrant","Net","Female","35-39 years",150,0,"Final"
"2006-09","2020-09","Long-term migrant","Net","Female","35-39 years",190,0,"Final"
"2006-10","2020-09","Long-term migrant","Net","Female","35-39 years",157,0,"Final"
"2006-11","2020-09","Long-term migrant","Net","Female","35-39 years",225,0,"Final"
"2006-12","2020-09","Long-term migrant","Net","Female","35-39 years",133,0,"Final"
"2007-01","2020-09","Long-term migrant","Net","Female","35-39 years",252,0,"Final"
"2007-02","2020-09","Long-term migrant","Net","Female","35-39 years",82,0,"Final"
"2007-03","2020-09","Long-term migrant","Net","Female","35-39 years",101,0,"Final"
"2007-04","2020-09","Long-term migrant","Net","Female","35-39 years",42,0,"Final"
"2007-05","2020-09","Long-term migrant","Net","Female","35-39 years",8,0,"Final"
"2007-06","2020-09","Long-term migrant","Net","Female","35-39 years",53,0,"Final"
"2007-07","2020-09","Long-term migrant","Net","Female","35-39 years",26,0,"Final"
"2007-08","2020-09","Long-term migrant","Net","Female","35-39 years",139,0,"Final"
"2007-09","2020-09","Long-term migrant","Net","Female","35-39 years",169,0,"Final"
"2007-10","2020-09","Long-term migrant","Net","Female","35-39 years",106,0,"Final"
"2007-11","2020-09","Long-term migrant","Net","Female","35-39 years",136,0,"Final"
"2007-12","2020-09","Long-term migrant","Net","Female","35-39 years",157,0,"Final"
"2008-01","2020-09","Long-term migrant","Net","Female","35-39 years",162,0,"Final"
"2008-02","2020-09","Long-term migrant","Net","Female","35-39 years",144,0,"Final"
"2008-03","2020-09","Long-term migrant","Net","Female","35-39 years",75,0,"Final"
"2008-04","2020-09","Long-term migrant","Net","Female","35-39 years",51,0,"Final"
"2008-05","2020-09","Long-term migrant","Net","Female","35-39 years",25,0,"Final"
"2008-06","2020-09","Long-term migrant","Net","Female","35-39 years",43,0,"Final"
"2008-07","2020-09","Long-term migrant","Net","Female","35-39 years",64,0,"Final"
"2008-08","2020-09","Long-term migrant","Net","Female","35-39 years",92,0,"Final"
"2008-09","2020-09","Long-term migrant","Net","Female","35-39 years",167,0,"Final"
"2008-10","2020-09","Long-term migrant","Net","Female","35-39 years",91,0,"Final"
"2008-11","2020-09","Long-term migrant","Net","Female","35-39 years",118,0,"Final"
"2008-12","2020-09","Long-term migrant","Net","Female","35-39 years",73,0,"Final"
"2009-01","2020-09","Long-term migrant","Net","Female","35-39 years",161,0,"Final"
"2009-02","2020-09","Long-term migrant","Net","Female","35-39 years",116,0,"Final"
"2009-03","2020-09","Long-term migrant","Net","Female","35-39 years",33,0,"Final"
"2009-04","2020-09","Long-term migrant","Net","Female","35-39 years",76,0,"Final"
"2009-05","2020-09","Long-term migrant","Net","Female","35-39 years",36,0,"Final"
"2009-06","2020-09","Long-term migrant","Net","Female","35-39 years",33,0,"Final"
"2009-07","2020-09","Long-term migrant","Net","Female","35-39 years",43,0,"Final"
"2009-08","2020-09","Long-term migrant","Net","Female","35-39 years",107,0,"Final"
"2009-09","2020-09","Long-term migrant","Net","Female","35-39 years",129,0,"Final"
"2009-10","2020-09","Long-term migrant","Net","Female","35-39 years",122,0,"Final"
"2009-11","2020-09","Long-term migrant","Net","Female","35-39 years",77,0,"Final"
"2009-12","2020-09","Long-term migrant","Net","Female","35-39 years",100,0,"Final"
"2010-01","2020-09","Long-term migrant","Net","Female","35-39 years",123,0,"Final"
"2010-02","2020-09","Long-term migrant","Net","Female","35-39 years",44,0,"Final"
"2010-03","2020-09","Long-term migrant","Net","Female","35-39 years",8,0,"Final"
"2010-04","2020-09","Long-term migrant","Net","Female","35-39 years",-10,0,"Final"
"2010-05","2020-09","Long-term migrant","Net","Female","35-39 years",-57,0,"Final"
"2010-06","2020-09","Long-term migrant","Net","Female","35-39 years",-8,0,"Final"
"2010-07","2020-09","Long-term migrant","Net","Female","35-39 years",-47,0,"Final"
"2010-08","2020-09","Long-term migrant","Net","Female","35-39 years",32,0,"Final"
"2010-09","2020-09","Long-term migrant","Net","Female","35-39 years",43,0,"Final"
"2010-10","2020-09","Long-term migrant","Net","Female","35-39 years",17,0,"Final"
"2010-11","2020-09","Long-term migrant","Net","Female","35-39 years",17,0,"Final"
"2010-12","2020-09","Long-term migrant","Net","Female","35-39 years",27,0,"Final"
"2011-01","2020-09","Long-term migrant","Net","Female","35-39 years",41,0,"Final"
"2011-02","2020-09","Long-term migrant","Net","Female","35-39 years",47,0,"Final"
"2011-03","2020-09","Long-term migrant","Net","Female","35-39 years",-82,0,"Final"
"2011-04","2020-09","Long-term migrant","Net","Female","35-39 years",-95,0,"Final"
"2011-05","2020-09","Long-term migrant","Net","Female","35-39 years",-91,0,"Final"
"2011-06","2020-09","Long-term migrant","Net","Female","35-39 years",-80,0,"Final"
"2011-07","2020-09","Long-term migrant","Net","Female","35-39 years",-86,0,"Final"
"2011-08","2020-09","Long-term migrant","Net","Female","35-39 years",23,0,"Final"
"2011-09","2020-09","Long-term migrant","Net","Female","35-39 years",35,0,"Final"
"2011-10","2020-09","Long-term migrant","Net","Female","35-39 years",-33,0,"Final"
"2011-11","2020-09","Long-term migrant","Net","Female","35-39 years",26,0,"Final"
"2011-12","2020-09","Long-term migrant","Net","Female","35-39 years",-9,0,"Final"
"2012-01","2020-09","Long-term migrant","Net","Female","35-39 years",28,0,"Final"
"2012-02","2020-09","Long-term migrant","Net","Female","35-39 years",6,0,"Final"
"2012-03","2020-09","Long-term migrant","Net","Female","35-39 years",-72,0,"Final"
"2012-04","2020-09","Long-term migrant","Net","Female","35-39 years",-80,0,"Final"
"2012-05","2020-09","Long-term migrant","Net","Female","35-39 years",-68,0,"Final"
"2012-06","2020-09","Long-term migrant","Net","Female","35-39 years",-41,0,"Final"
"2012-07","2020-09","Long-term migrant","Net","Female","35-39 years",-38,0,"Final"
"2012-08","2020-09","Long-term migrant","Net","Female","35-39 years",26,0,"Final"
"2012-09","2020-09","Long-term migrant","Net","Female","35-39 years",45,0,"Final"
"2012-10","2020-09","Long-term migrant","Net","Female","35-39 years",66,0,"Final"
"2012-11","2020-09","Long-term migrant","Net","Female","35-39 years",47,0,"Final"
"2012-12","2020-09","Long-term migrant","Net","Female","35-39 years",20,0,"Final"
"2013-01","2020-09","Long-term migrant","Net","Female","35-39 years",75,0,"Final"
"2013-02","2020-09","Long-term migrant","Net","Female","35-39 years",61,0,"Final"
"2013-03","2020-09","Long-term migrant","Net","Female","35-39 years",15,0,"Final"
"2013-04","2020-09","Long-term migrant","Net","Female","35-39 years",19,0,"Final"
"2013-05","2020-09","Long-term migrant","Net","Female","35-39 years",-32,0,"Final"
"2013-06","2020-09","Long-term migrant","Net","Female","35-39 years",8,0,"Final"
"2013-07","2020-09","Long-term migrant","Net","Female","35-39 years",37,0,"Final"
"2013-08","2020-09","Long-term migrant","Net","Female","35-39 years",128,0,"Final"
"2013-09","2020-09","Long-term migrant","Net","Female","35-39 years",133,0,"Final"
"2013-10","2020-09","Long-term migrant","Net","Female","35-39 years",145,0,"Final"
"2013-11","2020-09","Long-term migrant","Net","Female","35-39 years",142,0,"Final"
"2013-12","2020-09","Long-term migrant","Net","Female","35-39 years",86,0,"Final"
"2014-01","2020-09","Long-term migrant","Net","Female","35-39 years",159,0,"Final"
"2014-02","2020-09","Long-term migrant","Net","Female","35-39 years",196,0,"Final"
"2014-03","2020-09","Long-term migrant","Net","Female","35-39 years",75,0,"Final"
"2014-04","2020-09","Long-term migrant","Net","Female","35-39 years",121,0,"Final"
"2014-05","2020-09","Long-term migrant","Net","Female","35-39 years",53,0,"Final"
"2014-06","2020-09","Long-term migrant","Net","Female","35-39 years",63,0,"Final"
"2014-07","2020-09","Long-term migrant","Net","Female","35-39 years",127,0,"Final"
"2014-08","2020-09","Long-term migrant","Net","Female","35-39 years",137,0,"Final"
"2014-09","2020-09","Long-term migrant","Net","Female","35-39 years",176,0,"Final"
"2014-10","2020-09","Long-term migrant","Net","Female","35-39 years",213,0,"Final"
"2014-11","2020-09","Long-term migrant","Net","Female","35-39 years",194,0,"Final"
"2014-12","2020-09","Long-term migrant","Net","Female","35-39 years",205,0,"Final"
"2015-01","2020-09","Long-term migrant","Net","Female","35-39 years",252,0,"Final"
"2015-02","2020-09","Long-term migrant","Net","Female","35-39 years",204,0,"Final"
"2015-03","2020-09","Long-term migrant","Net","Female","35-39 years",113,0,"Final"
"2015-04","2020-09","Long-term migrant","Net","Female","35-39 years",67,0,"Final"
"2015-05","2020-09","Long-term migrant","Net","Female","35-39 years",94,0,"Final"
"2015-06","2020-09","Long-term migrant","Net","Female","35-39 years",136,0,"Final"
"2015-07","2020-09","Long-term migrant","Net","Female","35-39 years",180,0,"Final"
"2015-08","2020-09","Long-term migrant","Net","Female","35-39 years",202,0,"Final"
"2015-09","2020-09","Long-term migrant","Net","Female","35-39 years",268,0,"Final"
"2015-10","2020-09","Long-term migrant","Net","Female","35-39 years",273,0,"Final"
"2015-11","2020-09","Long-term migrant","Net","Female","35-39 years",259,0,"Final"
"2015-12","2020-09","Long-term migrant","Net","Female","35-39 years",233,0,"Final"
"2016-01","2020-09","Long-term migrant","Net","Female","35-39 years",311,0,"Final"
"2016-02","2020-09","Long-term migrant","Net","Female","35-39 years",303,0,"Final"
"2016-03","2020-09","Long-term migrant","Net","Female","35-39 years",163,0,"Final"
"2016-04","2020-09","Long-term migrant","Net","Female","35-39 years",149,0,"Final"
"2016-05","2020-09","Long-term migrant","Net","Female","35-39 years",150,0,"Final"
"2016-06","2020-09","Long-term migrant","Net","Female","35-39 years",163,0,"Final"
"2016-07","2020-09","Long-term migrant","Net","Female","35-39 years",234,0,"Final"
"2016-08","2020-09","Long-term migrant","Net","Female","35-39 years",224,0,"Final"
"2016-09","2020-09","Long-term migrant","Net","Female","35-39 years",272,0,"Final"
"2016-10","2020-09","Long-term migrant","Net","Female","35-39 years",284,0,"Final"
"2016-11","2020-09","Long-term migrant","Net","Female","35-39 years",274,0,"Final"
"2016-12","2020-09","Long-term migrant","Net","Female","35-39 years",269,0,"Final"
"2017-01","2020-09","Long-term migrant","Net","Female","35-39 years",321,0,"Final"
"2017-02","2020-09","Long-term migrant","Net","Female","35-39 years",267,0,"Final"
"2017-03","2020-09","Long-term migrant","Net","Female","35-39 years",219,0,"Final"
"2017-04","2020-09","Long-term migrant","Net","Female","35-39 years",145,0,"Final"
"2017-05","2020-09","Long-term migrant","Net","Female","35-39 years",134,0,"Final"
"2017-06","2020-09","Long-term migrant","Net","Female","35-39 years",149,0,"Final"
"2017-07","2020-09","Long-term migrant","Net","Female","35-39 years",223,0,"Final"
"2017-08","2020-09","Long-term migrant","Net","Female","35-39 years",266,0,"Final"
"2017-09","2020-09","Long-term migrant","Net","Female","35-39 years",238,0,"Final"
"2017-10","2020-09","Long-term migrant","Net","Female","35-39 years",272,0,"Final"
"2017-11","2020-09","Long-term migrant","Net","Female","35-39 years",285,0,"Final"
"2017-12","2020-09","Long-term migrant","Net","Female","35-39 years",205,0,"Final"
"2018-01","2020-09","Long-term migrant","Net","Female","35-39 years",360,0,"Final"
"2018-02","2020-09","Long-term migrant","Net","Female","35-39 years",207,0,"Final"
"2018-03","2020-09","Long-term migrant","Net","Female","35-39 years",186,0,"Final"
"2018-04","2020-09","Long-term migrant","Net","Female","35-39 years",88,0,"Final"
"2018-05","2020-09","Long-term migrant","Net","Female","35-39 years",122,0,"Final"
"2018-06","2020-09","Long-term migrant","Net","Female","35-39 years",143,0,"Final"
"2018-07","2020-09","Long-term migrant","Net","Female","35-39 years",234,0,"Final"
"2018-08","2020-09","Long-term migrant","Net","Female","35-39 years",230,0,"Final"
"2018-09","2020-09","Long-term migrant","Net","Female","35-39 years",312,0,"Final"
"2018-10","2020-09","Long-term migrant","Net","Female","35-39 years",302,0,"Final"
"2018-11","2020-09","Long-term migrant","Net","Female","35-39 years",297,0,"Final"
"2018-12","2020-09","Long-term migrant","Net","Female","35-39 years",278,0,"Final"
"2019-01","2020-09","Long-term migrant","Net","Female","35-39 years",331,0,"Final"
"2019-02","2020-09","Long-term migrant","Net","Female","35-39 years",291,0,"Final"
"2019-03","2020-09","Long-term migrant","Net","Female","35-39 years",178,0,"Final"
"2019-04","2020-09","Long-term migrant","Net","Female","35-39 years",135,0,"Final"
"2019-05","2020-09","Long-term migrant","Net","Female","35-39 years",143,0,"Final"
"2019-06","2020-10","Long-term migrant","Net","Female","35-39 years",206,0,"Final"
"2019-07","2020-11","Long-term migrant","Net","Female","35-39 years",297,0,"Final"
"2019-08","2020-12","Long-term migrant","Net","Female","35-39 years",323,0,"Final"
"2019-09","2021-01","Long-term migrant","Net","Female","35-39 years",293,0,"Final"
"2019-10","2021-02","Long-term migrant","Net","Female","35-39 years",361,0,"Final"
"2019-11","2021-03","Long-term migrant","Net","Female","35-39 years",347,0,"Final"
"2019-12","2021-04","Long-term migrant","Net","Female","35-39 years",395,0,"Final"
"2020-01","2021-05","Long-term migrant","Net","Female","35-39 years",505,0,"Final"
"2020-02","2021-06","Long-term migrant","Net","Female","35-39 years",505,0,"Final"
"2020-03","2021-07","Long-term migrant","Net","Female","35-39 years",330,0,"Final"
"2020-04","2021-08","Long-term migrant","Net","Female","35-39 years",18,0,"Final"
"2020-05","2021-09","Long-term migrant","Net","Female","35-39 years",13,0,"Final"
"2020-06","2021-10","Long-term migrant","Net","Female","35-39 years",21,0,"Final"
"2020-07","2021-11","Long-term migrant","Net","Female","35-39 years",16,0,"Final"
"2020-08","2021-12","Long-term migrant","Net","Female","35-39 years",95,0,"Final"
"2020-09","2022-01","Long-term migrant","Net","Female","35-39 years",90,0,"Final"
"2020-10","2022-02","Long-term migrant","Net","Female","35-39 years",85,0,"Final"
"2020-11","2022-03","Long-term migrant","Net","Female","35-39 years",55,0,"Final"
"2020-12","2022-04","Long-term migrant","Net","Female","35-39 years",5,0,"Final"
"2021-01","2022-05","Long-term migrant","Net","Female","35-39 years",36,0,"Final"
"2021-02","2022-06","Long-term migrant","Net","Female","35-39 years",31,0,"Final"
"2021-03","2022-07","Long-term migrant","Net","Female","35-39 years",16,0,"Final"
"2021-04","2022-08","Long-term migrant","Net","Female","35-39 years",26,0,"Final"
"2021-05","2022-09","Long-term migrant","Net","Female","35-39 years",46,0,"Final"
"2021-06","2022-10","Long-term migrant","Net","Female","35-39 years",-14,0,"Final"
"2021-07","2022-11","Long-term migrant","Net","Female","35-39 years",29,0,"Final"
"2021-08","2022-12","Long-term migrant","Net","Female","35-39 years",32,0,"Final"
"2021-09","2023-01","Long-term migrant","Net","Female","35-39 years",42,0,"Final"
"2021-10","2023-02","Long-term migrant","Net","Female","35-39 years",69,0,"Final"
"2021-11","2023-03","Long-term migrant","Net","Female","35-39 years",-7,0,"Final"
"2021-12","2023-04","Long-term migrant","Net","Female","35-39 years",-189,0,"Final"
"2022-01","2023-05","Long-term migrant","Net","Female","35-39 years",-106,0,"Final"
"2022-02","2023-06","Long-term migrant","Net","Female","35-39 years",-61,0,"Final"
"2022-03","2023-07","Long-term migrant","Net","Female","35-39 years",-30,0,"Final"
"2022-04","2023-08","Long-term migrant","Net","Female","35-39 years",17,0,"Final"
"2022-05","2023-09","Long-term migrant","Net","Female","35-39 years",13,0,"Final"
"2022-06","2023-10","Long-term migrant","Net","Female","35-39 years",76,0,"Final"
"2022-07","2023-11","Long-term migrant","Net","Female","35-39 years",235,0,"Final"
"2022-08","2023-12","Long-term migrant","Net","Female","35-39 years",142,0,"Final"
"2022-09","2024-01","Long-term migrant","Net","Female","35-39 years",231,0,"Final"
"2022-10","2024-02","Long-term migrant","Net","Female","35-39 years",322,0,"Final"
"2022-11","2024-03","Long-term migrant","Net","Female","35-39 years",435,0,"Final"
"2022-12","2024-04","Long-term migrant","Net","Female","35-39 years",544,0,"Final"
"2023-01","2024-05","Long-term migrant","Net","Female","35-39 years",431,0,"Final"
"2023-02","2024-06","Long-term migrant","Net","Female","35-39 years",709,0,"Final"
"2023-03","2024-07","Long-term migrant","Net","Female","35-39 years",894,0,"Final"
"2023-04","2024-08","Long-term migrant","Net","Female","35-39 years",562,0,"Final"
"2023-05","2024-09","Long-term migrant","Net","Female","35-39 years",663,0,"Final"
"2023-06","2024-10","Long-term migrant","Net","Female","35-39 years",802,0,"Final"
"2023-07","2024-11","Long-term migrant","Net","Female","35-39 years",557,0,"Final"
